recency,frequency,monetary,segment
2015-02-26,22,1543,P0
2015-03-07,26,1702,P0
2014-12-12,27,1765,P0
2015-03-09,22,1568,P0
2014-09-28,16,1031,P0
2015-01-02,16,1190,P0
2015-02-02,22,1470,P0
2015-02-05,14,794,P2
2014-12-09,25,1719,P0
2014-11-27,21,1503,P0
2015-02-10,21,1456,P0
2014-10-18,19,1262,P0
2015-03-08,20,1379,P0
2014-07-25,15,1193,P0
2015-02-01,22,1394,P0
2015-02-18,17,1213,P0
2015-03-15,24,1939,P0
2015-01-11,23,1740,P0
2015-03-03,24,1732,P0
2014-06-06,16,1127,P0
2015-02-13,24,1788,P0
2015-03-09,14,895,P2
2015-03-16,26,1862,P0
2014-12-14,28,1890,P0
2015-02-03,24,1688,P0
2015-03-09,35,2259,P0
2014-12-26,23,1641,P0
2015-03-04,24,1601,P0
2014-04-25,9,634,P2
2014-07-03,19,1424,P0
2014-06-01,19,1190,P0
2015-02-01,23,1593,P0
2015-03-06,23,1486,P0
2015-01-02,13,871,P2
2015-01-17,21,1469,P0
2015-01-04,19,1242,P0
2014-11-06,24,1738,P0
2014-12-28,13,960,P2
2015-02-10,21,1409,P0
2015-02-09,19,1345,P0
2015-03-02,31,2214,P0
2015-01-03,24,1705,P0
2015-01-31,23,1579,P0
2015-02-19,20,1407,P0
2015-03-05,17,1305,P0
2014-11-09,14,981,P2
2014-12-22,22,1555,P0
2014-11-11,20,1365,P0
2015-02-16,23,1587,P0
2015-01-24,21,1324,P0
2015-02-16,17,1283,P0
2015-02-20,17,1296,P0
2015-02-24,17,1266,P0
2015-03-11,22,1397,P0
2015-02-10,14,936,P2
2014-12-02,17,1154,P0
2015-03-12,22,1576,P0
2015-01-16,18,1351,P0
2015-01-13,22,1631,P0
2015-01-07,25,1729,P0
2015-01-29,11,693,P2
2015-03-02,21,1333,P0
2014-12-06,20,1206,P0
2014-11-23,19,1375,P0
2015-02-04,26,1811,P0
2015-01-14,15,1311,P0
2015-02-23,14,1028,P2
2015-01-14,21,1542,P0
2014-11-10,17,1169,P0
2014-12-05,13,924,P2
2015-03-04,25,1810,P0
2014-12-17,18,1349,P0
2014-11-28,24,1763,P0
2015-01-13,23,1749,P0
2015-01-18,21,1546,P0
2014-12-01,14,919,P2
2014-02-28,22,1425,P0
2014-11-07,16,967,P2
2014-12-24,19,1273,P0
2015-02-27,22,1450,P0
2015-01-21,18,1181,P0
2015-01-28,22,1487,P0
2015-01-25,21,1433,P0
2015-02-22,23,1642,P0
2015-01-16,18,1154,P0
2015-02-13,27,1940,P0
2015-01-08,22,1794,P0
2015-03-13,19,1261,P0
2015-02-21,21,1605,P0
2015-01-05,29,1977,P0
2015-03-10,17,1021,P0
2014-11-03,24,1535,P0
2015-03-03,24,1596,P0
2014-12-15,21,1472,P0
2014-12-27,21,1400,P0
2015-01-02,17,1069,P0
2014-05-19,12,904,P2
2014-11-21,23,1618,P0
2015-02-04,23,1561,P0
2014-12-27,16,1007,P0
2014-09-03,16,1106,P0
2014-11-23,14,1050,P2
2014-12-26,18,1198,P0
2014-10-08,14,881,P2
2014-12-22,21,1594,P0
2015-02-16,21,1383,P0
2014-06-18,15,1121,P0
2014-11-04,24,1634,P0
2015-01-24,18,1325,P0
2014-09-30,19,1296,P0
2014-08-24,21,1359,P0
2014-11-27,17,1112,P0
2015-03-03,18,1437,P0
2015-03-09,30,2106,P0
2014-11-21,14,1031,P2
2015-03-13,16,1006,P0
2014-10-11,17,1174,P0
2015-02-21,21,1432,P0
2014-10-19,18,1270,P0
2015-02-15,17,1233,P0
2014-06-22,16,1032,P0
2015-03-09,20,1402,P0
2014-11-15,19,1279,P0
2014-08-18,21,1644,P0
2014-11-16,20,1225,P0
2014-11-18,12,937,P2
2014-09-26,18,1173,P0
2015-02-24,15,1074,P0
2015-02-22,25,1918,P0
2014-11-02,23,1562,P0
2015-03-02,22,1436,P0
2015-01-07,22,1642,P0
2015-01-28,12,808,P2
2015-03-10,23,1694,P0
2015-02-13,23,1519,P0
2015-03-03,23,1543,P0
2014-11-17,19,1335,P0
2015-01-06,14,1116,P2
2014-10-11,20,1304,P0
2015-03-16,26,1665,P0
2014-12-19,23,1472,P0
2015-03-10,27,1894,P0
2015-02-23,24,1674,P0
2015-03-10,28,2060,P0
2015-03-12,22,1719,P0
2014-08-20,14,892,P2
2014-10-26,19,1203,P0
2014-10-31,16,1097,P0
2015-01-08,24,1629,P0
2015-03-10,17,1201,P0
2014-10-27,16,999,P2
2015-03-03,23,1673,P0
2014-08-22,12,852,P2
2015-01-29,25,1772,P0
2015-02-15,19,1463,P0
2015-02-01,23,1432,P0
2015-02-13,25,1808,P0
2015-02-16,21,1339,P0
2015-03-10,18,1316,P0
2014-10-09,17,1211,P0
2014-06-16,20,1474,P0
2015-01-28,12,783,P2
2015-02-26,16,1149,P0
2015-01-02,18,1275,P0
2014-12-15,15,924,P2
2014-10-09,18,1331,P0
2014-12-08,22,1478,P0
2015-01-14,25,1858,P0
2014-11-07,24,1624,P0
2015-01-19,22,1686,P0
2014-11-25,17,1229,P0
2015-02-04,20,1462,P0
2014-11-19,16,1019,P0
2015-01-12,18,1253,P0
2015-02-28,17,998,P2
2015-01-12,31,2413,P0
2014-11-27,29,1916,P0
2014-11-21,30,2202,P0
2015-03-02,25,1697,P0
2014-12-24,18,1345,P0
2015-02-14,14,962,P2
2015-01-30,14,1061,P2
2014-10-30,18,1178,P0
2014-11-23,16,1205,P0
2014-12-28,22,1465,P0
2015-03-06,17,1085,P0
2015-01-25,23,1581,P0
2015-01-20,13,954,P2
2015-03-06,16,895,P2
2015-01-30,18,1246,P0
2015-02-01,21,1543,P0
2015-01-13,24,1572,P0
2014-11-17,25,1911,P0
2014-08-18,22,1593,P0
2015-02-20,25,1630,P0
2015-01-02,21,1370,P0
2015-02-20,20,1578,P0
2014-10-14,13,939,P2
2014-12-15,21,1581,P0
2015-01-30,21,1487,P0
2014-12-17,18,1188,P0
2015-02-01,24,1652,P0
2015-01-18,23,1684,P0
2015-01-21,23,1478,P0
2014-12-27,12,891,P2
2015-03-15,19,1288,P0
2015-02-28,22,1459,P0
2015-03-01,27,1743,P0
2014-12-19,22,1540,P0
2014-10-27,16,1176,P0
2015-02-19,24,1742,P0
2015-01-30,24,1542,P0
2014-10-22,14,1015,P2
2014-12-16,26,2014,P0
2015-01-14,21,1565,P0
2014-12-13,18,1319,P0
2015-01-20,19,1154,P0
2015-03-16,23,1522,P0
2015-03-14,18,1256,P0
2015-02-09,20,1322,P0
2014-08-16,15,1123,P0
2015-01-22,23,1707,P0
2015-01-31,24,1772,P0
2015-02-08,11,741,P2
2014-11-17,21,1689,P0
2014-10-19,24,1446,P0
2014-12-29,21,1464,P0
2015-01-14,16,1128,P0
2015-01-15,22,1597,P0
2015-03-11,19,1506,P0
2015-03-10,22,1717,P0
2015-01-12,23,1654,P0
2015-03-15,20,1429,P0
2014-10-19,28,2159,P0
2015-03-02,25,1828,P0
2014-10-09,24,1699,P0
2015-01-31,26,1751,P0
2014-10-11,16,1204,P0
2014-07-20,17,1183,P0
2014-11-30,21,1545,P0
2014-12-05,28,2047,P0
2015-02-01,27,1754,P0
2014-11-17,19,1222,P0
2014-12-20,19,1314,P0
2014-12-31,21,1562,P0
2015-02-23,16,1177,P0
2015-03-12,26,1707,P0
2015-01-18,13,790,P2
2015-03-13,15,995,P2
2015-02-24,22,1545,P0
2015-03-16,21,1529,P0
2014-10-02,13,769,P2
2014-11-28,16,1016,P0
2014-11-28,17,1257,P0
2015-01-21,24,1843,P0
2014-12-23,18,1358,P0
2014-08-15,15,1095,P0
2014-11-02,20,1321,P0
2015-02-25,15,1012,P0
2014-10-17,21,1597,P0
2015-01-20,14,823,P2
2015-01-08,28,1868,P0
2015-01-13,18,1217,P0
2015-03-09,18,1162,P0
2015-02-14,15,1039,P0
2014-12-28,19,1241,P0
2015-01-21,21,1443,P0
2014-12-31,19,1197,P0
2014-10-05,20,1384,P0
2015-01-19,16,1135,P0
2014-12-05,20,1348,P0
2015-01-27,23,1674,P0
2015-02-06,21,1654,P0
2014-04-30,16,1047,P0
2015-02-26,22,1555,P0
2015-01-15,20,1415,P0
2015-02-09,17,1271,P0
2014-11-05,20,1292,P0
2014-07-15,16,973,P2
2015-01-02,20,1393,P0
2014-10-20,22,1685,P0
2014-11-01,13,882,P2
2015-03-13,33,2349,P0
2015-02-04,26,1747,P0
2015-01-20,19,1393,P0
2015-03-12,18,1190,P0
2015-01-28,26,1824,P0
2015-03-12,18,1126,P0
2015-02-24,24,1626,P0
2015-01-16,20,1431,P0
2015-03-03,27,1866,P0
2015-03-15,21,1331,P0
2015-01-04,18,1253,P0
2014-12-03,15,961,P2
2015-02-17,17,1239,P0
2015-01-06,20,1338,P0
2015-02-11,17,1139,P0
2014-08-22,21,1619,P0
2014-12-29,18,1150,P0
2015-02-21,19,1297,P0
2014-08-17,21,1496,P0
2015-01-06,26,1963,P0
2015-01-18,23,1639,P0
2015-02-17,26,1994,P0
2015-02-09,21,1592,P0
2014-10-28,14,1000,P2
2015-03-16,18,1225,P0
2015-01-07,23,1655,P0
2015-02-06,24,1560,P0
2014-11-10,15,979,P2
2015-03-16,23,1574,P0
2014-12-08,23,1509,P0
2015-03-08,16,966,P2
2014-12-27,25,1668,P0
2015-02-13,24,1702,P0
2014-12-29,13,834,P2
2014-09-23,24,1634,P0
2015-02-18,23,1549,P0
2015-02-25,14,1018,P2
2015-01-14,13,1037,P2
2015-01-31,14,975,P2
2015-01-13,16,1159,P0
2014-12-10,22,1595,P0
2015-02-04,26,1850,P0
2014-09-07,13,937,P2
2015-01-08,23,1561,P0
2015-02-20,15,1048,P0
2015-03-01,26,1805,P0
2015-03-16,16,1176,P0
2015-03-09,8,565,P2
2014-08-27,19,1437,P0
2015-01-28,14,833,P2
2015-02-07,14,928,P2
2015-03-13,22,1487,P0
2015-01-27,23,1814,P0
2014-12-28,17,1145,P0
2015-02-24,27,1905,P0
2014-11-08,19,1194,P0
2015-01-05,23,1588,P0
2014-08-20,26,1843,P0
2015-01-16,18,1260,P0
2014-10-04,18,1164,P0
2015-01-27,23,1490,P0
2014-06-25,16,1124,P0
2015-01-19,18,1441,P0
2015-01-23,18,1300,P0
2015-02-11,20,1339,P0
2015-03-14,22,1651,P0
2015-03-05,17,1167,P0
2014-09-28,25,1579,P0
2015-02-03,16,1092,P0
2015-03-02,26,1966,P0
2015-02-21,21,1399,P0
2015-01-31,15,970,P2
2015-02-21,18,1348,P0
2014-12-01,24,1600,P0
2014-09-23,11,769,P2
2015-01-06,19,1399,P0
2014-07-19,18,1430,P0
2014-12-21,19,1297,P0
2015-02-23,28,2024,P0
2014-12-21,20,1483,P0
2015-03-11,18,1300,P0
2014-12-27,20,1370,P0
2015-01-26,16,1190,P0
2015-03-09,26,1823,P0
2015-02-03,16,963,P2
2015-02-23,30,2118,P0
2015-01-10,31,2221,P0
2014-11-08,22,1482,P0
2014-04-19,23,1613,P0
2015-03-06,25,1712,P0
2014-10-13,22,1410,P0
2014-10-17,17,1225,P0
2014-11-13,30,2303,P0
2014-12-11,23,1570,P0
2015-01-02,15,1082,P0
2014-10-13,23,1747,P0
2015-02-08,24,1869,P0
2015-01-31,16,1274,P0
2015-02-19,26,1658,P0
2015-01-30,25,1731,P0
2015-03-12,9,616,P2
2015-01-14,25,1820,P0
2015-03-05,23,1642,P0
2015-03-16,25,1597,P0
2015-01-10,18,1195,P0
2015-01-06,18,1159,P0
2015-02-23,18,1149,P0
2015-01-15,23,1892,P0
2014-12-10,10,749,P2
2014-12-04,14,1078,P2
2014-11-24,15,1114,P0
2014-10-07,14,982,P2
2015-03-04,24,1666,P0
2015-03-01,26,1764,P0
2015-03-07,21,1526,P0
2015-01-19,13,778,P2
2014-09-24,20,1430,P0
2015-02-20,13,1064,P2
2015-02-15,22,1337,P0
2014-11-07,16,1132,P0
2015-01-07,17,1208,P0
2014-11-21,19,1459,P0
2014-12-03,16,1169,P0
2015-02-26,14,976,P2
2014-12-28,17,1365,P0
2015-02-15,11,637,P2
2015-02-17,17,1102,P0
2015-01-07,20,1406,P0
2015-02-14,21,1581,P0
2014-07-20,17,1206,P0
2015-02-27,24,1615,P0
2015-03-09,20,1460,P0
2014-12-12,18,1246,P0
2015-03-10,22,1536,P0
2015-03-03,21,1545,P0
2015-01-04,12,837,P2
2015-01-10,23,1506,P0
2015-01-14,15,1025,P0
2015-03-10,21,1515,P0
2015-02-13,27,2106,P0
2015-03-10,26,1942,P0
2015-03-02,21,1556,P0
2014-11-07,18,1349,P0
2015-03-10,13,936,P2
2015-01-19,28,2105,P0
2015-03-07,22,1682,P0
2015-02-23,20,1441,P0
2015-03-10,29,1954,P0
2015-02-07,17,1200,P0
2015-02-04,22,1635,P0
2015-03-11,28,1768,P0
2015-02-26,24,1617,P0
2014-06-11,14,930,P2
2015-02-18,17,1165,P0
2015-02-18,17,1219,P0
2015-02-22,20,1366,P0
2015-01-29,28,1896,P0
2015-03-02,16,1174,P0
2014-10-25,22,1553,P0
2014-10-20,22,1599,P0
2015-01-12,15,1006,P0
2014-11-19,22,1661,P0
2015-01-06,16,1092,P0
2015-02-25,20,1354,P0
2014-09-17,21,1429,P0
2015-02-03,16,1041,P0
2014-11-23,17,1256,P0
2015-02-06,17,1329,P0
2014-08-28,17,1175,P0
2015-02-02,21,1320,P0
2015-03-04,29,1905,P0
2014-12-25,26,1721,P0
2015-03-07,26,1850,P0
2014-10-18,16,1113,P0
2015-01-13,20,1453,P0
2014-07-20,13,839,P2
2015-02-27,12,837,P2
2014-12-16,24,1810,P0
2015-02-03,21,1640,P0
2015-01-14,16,1048,P0
2014-09-30,23,1690,P0
2015-03-03,23,1736,P0
2015-03-03,24,1714,P0
2015-02-16,25,1726,P0
2015-02-09,21,1434,P0
2014-05-29,21,1292,P0
2015-01-08,23,1679,P0
2015-02-09,14,1048,P2
2015-03-13,18,1181,P0
2015-01-15,21,1361,P0
2015-01-22,19,1440,P0
2015-02-06,15,997,P2
2014-12-11,24,1843,P0
2015-01-07,21,1500,P0
2015-02-16,20,1321,P0
2015-02-11,20,1286,P0
2015-03-05,21,1429,P0
2014-11-11,12,813,P2
2015-01-10,24,1830,P0
2014-12-24,22,1516,P0
2015-01-13,30,2035,P0
2014-11-10,21,1538,P0
2015-01-02,17,1115,P0
2015-01-09,20,1406,P0
2014-12-22,17,1113,P0
2015-01-11,25,1811,P0
2014-12-29,18,1322,P0
2015-01-06,31,1978,P0
2015-03-08,21,1391,P0
2015-03-01,14,1015,P2
2015-03-10,27,1890,P0
2015-03-05,24,1601,P0
2014-12-25,17,1208,P0
2014-11-20,29,1977,P0
2014-10-14,13,867,P2
2014-09-19,25,1633,P0
2014-10-12,16,1147,P0
2014-04-05,9,703,P2
2015-02-01,22,1490,P0
2015-02-14,19,1357,P0
2015-03-09,18,1155,P0
2015-02-25,18,1165,P0
2015-03-08,26,1826,P0
2014-09-26,20,1397,P0
2014-12-30,15,1074,P0
2014-10-16,19,1326,P0
2015-02-09,16,1254,P0
2014-12-10,11,900,P2
2015-03-05,22,1480,P0
2015-01-09,21,1330,P0
2015-02-12,21,1495,P0
2015-03-06,27,2083,P0
2014-11-25,17,1057,P0
2015-02-10,17,1143,P0
2015-03-07,30,2207,P0
2015-01-08,23,1627,P0
2014-09-02,14,906,P2
2015-02-24,15,1054,P0
2015-01-30,20,1453,P0
2015-01-24,28,2151,P0
2015-01-11,23,1603,P0
2015-03-08,20,1390,P0
2015-03-08,16,1215,P0
2014-11-01,15,1154,P0
2015-01-14,20,1532,P0
2015-01-31,25,1679,P0
2015-02-26,14,941,P2
2015-03-15,24,1654,P0
2015-03-07,25,1560,P0
2015-02-03,22,1668,P0
2015-02-03,24,1678,P0
2014-11-30,21,1506,P0
2014-12-09,11,742,P2
2015-03-08,17,1089,P0
2015-02-03,22,1475,P0
2015-01-18,17,1269,P0
2015-03-06,24,1583,P0
2015-02-01,17,1031,P0
2014-11-02,21,1407,P0
2014-11-24,21,1465,P0
2014-11-25,30,2186,P0
2015-02-10,22,1611,P0
2014-07-01,14,1007,P2
2015-01-20,19,1406,P0
2015-01-23,15,1095,P0
2014-12-19,19,1281,P0
2014-12-10,21,1689,P0
2014-04-22,15,1029,P0
2015-02-06,12,934,P2
2015-03-08,19,1406,P0
2015-03-04,23,1646,P0
2015-02-10,26,1932,P0
2014-11-26,21,1595,P0
2015-02-01,24,1676,P0
2015-01-11,20,1444,P0
2015-02-11,20,1368,P0
2014-12-25,16,1130,P0
2015-02-20,21,1531,P0
2015-02-07,19,1398,P0
2015-03-04,19,1441,P0
2015-01-01,20,1403,P0
2015-03-15,18,1205,P0
2015-03-14,21,1467,P0
2015-03-11,14,1098,P2
2015-02-06,17,1305,P0
2014-11-20,18,1194,P0
2014-11-16,13,853,P2
2015-03-10,24,1872,P0
2015-03-04,20,1449,P0
2015-02-24,23,1536,P0
2015-03-14,20,1473,P0
2015-02-04,28,1967,P0
2014-12-16,16,1274,P0
2015-03-01,21,1486,P0
2015-01-24,20,1330,P0
2015-02-19,13,876,P2
2015-03-02,21,1505,P0
2014-10-16,15,1044,P0
2015-01-30,26,1863,P0
2015-02-13,23,1668,P0
2015-03-15,23,1550,P0
2015-01-23,19,1276,P0
2014-08-04,19,1323,P0
2014-07-10,13,952,P2
2015-02-27,22,1482,P0
2015-02-28,16,1069,P0
2015-01-07,20,1414,P0
2015-02-25,20,1388,P0
2014-11-19,16,1063,P0
2014-12-29,24,1566,P0
2014-01-16,19,1413,P0
2015-01-15,20,1350,P0
2014-09-26,20,1459,P0
2015-02-09,17,1084,P0
2015-02-22,20,1564,P0
2015-02-08,15,1096,P0
2015-01-23,23,1675,P0
2014-12-06,21,1466,P0
2015-02-13,25,1815,P0
2015-01-04,20,1388,P0
2015-01-04,16,1067,P0
2015-01-05,28,1757,P0
2015-03-05,27,1804,P0
2015-03-07,23,1649,P0
2015-01-10,26,1999,P0
2015-03-10,19,1293,P0
2015-03-03,22,1601,P0
2015-01-13,23,1618,P0
2014-12-12,20,1398,P0
2015-01-11,20,1375,P0
2014-12-05,17,1138,P0
2014-12-05,11,768,P2
2015-02-27,20,1566,P0
2015-01-24,16,1050,P0
2015-03-06,19,1175,P0
2015-01-13,16,998,P2
2015-02-18,16,1150,P0
2015-03-01,20,1432,P0
2014-11-19,17,1159,P0
2015-02-07,18,1202,P0
2015-02-21,28,1910,P0
2015-02-13,22,1729,P0
2015-01-14,26,1650,P0
2014-12-14,18,1397,P0
2015-01-19,20,1328,P0
2015-01-21,31,2263,P0
2015-01-19,15,1023,P0
2015-02-21,22,1606,P0
2014-10-28,23,1539,P0
2015-03-12,25,1740,P0
2015-02-25,22,1518,P0
2014-12-27,28,1885,P0
2015-03-03,24,1760,P0
2015-01-16,22,1539,P0
2014-10-12,23,1613,P0
2015-01-09,16,1087,P0
2015-01-01,23,1521,P0
2014-11-30,19,1259,P0
2015-01-30,21,1296,P0
2015-03-15,20,1364,P0
2015-02-23,25,1821,P0
2015-02-12,22,1481,P0
2015-03-13,27,1947,P0
2014-12-13,17,1263,P0
2014-12-12,15,1008,P0
2015-02-03,22,1559,P0
2015-03-05,14,932,P2
2015-02-08,25,1752,P0
2015-01-25,13,868,P2
2015-03-09,20,1396,P0
2015-02-07,17,1117,P0
2015-02-08,21,1454,P0
2014-08-07,14,977,P2
2015-01-10,18,1153,P0
2015-02-11,18,1188,P0
2015-02-07,27,1887,P0
2015-01-06,22,1494,P0
2015-03-03,19,1223,P0
2015-03-13,17,1054,P0
2015-02-26,21,1450,P0
2014-11-08,20,1353,P0
2014-09-19,18,1285,P0
2015-02-07,19,1362,P0
2015-02-17,22,1456,P0
2015-02-05,19,1627,P0
2015-01-29,22,1428,P0
2014-06-12,17,1237,P0
2015-01-23,22,1560,P0
2015-01-29,27,1732,P0
2015-02-15,21,1529,P0
2015-02-06,16,1148,P0
2015-03-09,24,1614,P0
2015-02-04,23,1721,P0
2015-02-01,17,1177,P0
2015-03-06,20,1462,P0
2014-12-28,14,1040,P2
2014-10-19,19,1333,P0
2015-02-17,19,1286,P0
2014-11-02,17,1276,P0
2015-03-09,15,1109,P0
2015-02-24,20,1344,P0
2014-11-28,21,1341,P0
2015-01-23,20,1546,P0
2015-03-14,24,1954,P0
2014-08-24,17,1181,P0
2015-02-07,17,1157,P0
2015-02-03,20,1273,P0
2015-03-03,12,784,P2
2015-01-31,18,1306,P0
2014-07-17,20,1326,P0
2014-12-17,13,1036,P2
2015-03-12,21,1329,P0
2014-09-05,19,1344,P0
2015-02-25,21,1535,P0
2013-11-01,15,1008,P0
2015-03-05,24,1601,P0
2014-10-28,19,1345,P0
2015-02-15,15,1108,P0
2015-03-01,27,2014,P0
2015-01-02,21,1515,P0
2015-02-25,19,1362,P0
2014-07-29,15,1027,P0
2015-01-19,25,1804,P0
2014-06-11,16,1182,P0
2014-12-22,19,1377,P0
2015-03-14,24,1587,P0
2014-08-23,21,1387,P0
2015-03-05,21,1521,P0
2015-03-05,14,854,P2
2015-02-18,24,1692,P0
2015-02-11,11,884,P2
2014-10-13,16,1296,P0
2015-01-10,30,2175,P0
2014-11-27,19,1340,P0
2014-08-08,17,1188,P0
2015-01-13,23,1684,P0
2015-03-05,29,1929,P0
2015-03-06,18,1226,P0
2015-03-01,20,1520,P0
2015-01-19,15,1040,P0
2015-03-14,22,1446,P0
2014-07-19,24,1852,P0
2015-02-24,20,1497,P0
2015-01-23,25,1752,P0
2015-02-10,22,1612,P0
2015-02-25,19,1382,P0
2015-02-13,14,919,P2
2014-11-10,11,614,P2
2015-01-05,21,1485,P0
2015-03-10,18,1430,P0
2015-01-23,17,1162,P0
2015-03-07,29,1965,P0
2015-01-29,13,901,P2
2015-02-05,19,1372,P0
2014-08-26,18,1235,P0
2015-02-24,14,921,P2
2015-02-23,27,1927,P0
2014-11-29,25,1839,P0
2015-02-25,15,1006,P0
2014-12-19,22,1618,P0
2015-03-01,17,1270,P0
2014-12-31,16,1043,P0
2014-09-27,18,1283,P0
2015-03-15,22,1593,P0
2014-12-06,20,1355,P0
2014-08-01,25,1776,P0
2014-12-07,20,1314,P0
2015-03-08,15,1111,P0
2015-02-09,19,1165,P0
2015-02-20,25,1657,P0
2015-03-11,17,1071,P0
2015-03-06,19,1305,P0
2015-03-07,21,1413,P0
2015-02-25,19,1424,P0
2015-03-12,22,1654,P0
2015-01-03,17,1178,P0
2015-01-02,19,1475,P0
2015-03-06,20,1449,P0
2014-11-23,13,829,P2
2015-03-04,23,1658,P0
2015-02-16,17,1262,P0
2015-02-07,21,1515,P0
2015-02-12,26,1922,P0
2014-12-03,20,1412,P0
2014-12-11,25,1886,P0
2015-01-01,22,1442,P0
2015-02-14,19,1271,P0
2014-09-30,22,1559,P0
2014-07-25,22,1493,P0
2014-11-19,23,1646,P0
2014-09-28,22,1348,P0
2015-02-12,24,1732,P0
2015-02-24,22,1508,P0
2015-03-15,15,1101,P0
2014-12-20,16,926,P2
2014-12-31,17,1080,P0
2014-09-19,7,561,P2
2015-01-03,21,1336,P0
2015-02-21,21,1597,P0
2015-02-27,22,1403,P0
2015-02-10,28,1914,P0
2015-03-04,24,1777,P0
2014-12-25,18,1137,P0
2015-02-27,21,1431,P0
2014-04-13,18,1199,P0
2015-02-27,26,1773,P0
2015-01-06,23,1698,P0
2015-03-07,22,1591,P0
2015-02-20,31,2055,P0
2015-03-06,20,1494,P0
2015-02-03,13,794,P2
2015-03-15,12,885,P2
2014-08-09,14,1088,P2
2015-02-20,19,1505,P0
2015-01-01,18,1268,P0
2015-01-27,21,1616,P0
2015-01-29,18,1254,P0
2015-03-12,22,1558,P0
2015-01-03,22,1292,P0
2015-03-16,20,1509,P0
2015-03-16,19,1410,P0
2015-03-16,25,1761,P0
2014-11-12,13,1017,P2
2015-02-18,27,1694,P0
2015-01-17,25,1704,P0
2015-02-16,26,1885,P0
2015-02-10,19,1312,P0
2015-03-12,19,1273,P0
2014-12-07,19,1458,P0
2014-10-16,36,2513,P0
2015-03-06,16,1022,P0
2015-01-15,20,1422,P0
2015-02-18,25,1794,P0
2014-03-26,14,951,P2
2014-07-20,21,1591,P0
2014-12-11,35,2453,P0
2014-10-07,14,1030,P2
2015-01-04,20,1522,P0
2015-02-13,26,2058,P0
2015-02-08,21,1418,P0
2014-08-16,14,1027,P2
2014-12-07,18,1386,P0
2015-02-20,26,1789,P0
2014-12-18,24,1641,P0
2015-01-31,17,1228,P0
2014-09-04,14,1018,P2
2015-02-07,19,1376,P0
2015-02-28,29,2094,P0
2014-11-19,18,1299,P0
2014-09-26,27,1920,P0
2014-12-29,20,1314,P0
2015-02-10,30,2240,P0
2015-03-11,29,2101,P0
2015-03-12,24,1699,P0
2015-01-01,22,1420,P0
2014-10-14,17,1193,P0
2015-02-07,24,1583,P0
2014-07-25,21,1487,P0
2014-12-16,28,2055,P0
2015-02-06,19,1273,P0
2015-01-09,21,1526,P0
2015-02-24,20,1317,P0
2015-02-03,21,1450,P0
2014-09-30,19,1339,P0
2015-03-05,23,1642,P0
2014-10-09,9,659,P2
2015-02-11,22,1541,P0
2014-07-26,11,799,P2
2014-10-12,18,1311,P0
2015-02-27,29,2028,P0
2014-12-06,25,1558,P0
2014-09-07,20,1193,P0
2014-09-16,29,2124,P0
2014-11-20,18,1373,P0
2014-12-12,22,1544,P0
2015-02-18,17,1246,P0
2015-03-07,18,1063,P0
2014-01-18,20,1266,P0
2014-08-03,23,1607,P0
2014-08-16,20,1372,P0
2015-03-16,19,1462,P0
2015-01-31,28,2072,P0
2015-02-26,20,1190,P0
2014-12-01,19,1382,P0
2015-02-14,18,1477,P0
2015-02-19,16,1096,P0
2014-09-12,14,925,P2
2014-12-29,19,1227,P0
2014-09-24,15,1105,P0
2014-11-26,19,1322,P0
2015-03-07,21,1653,P0
2015-02-17,16,1101,P0
2015-01-30,22,1571,P0
2015-02-13,23,1663,P0
2014-10-29,25,1880,P0
2014-11-04,17,1248,P0
2015-03-15,17,1200,P0
2014-08-20,15,969,P2
2015-02-28,24,1650,P0
2014-08-14,22,1647,P0
2015-02-25,14,1108,P2
2015-03-14,21,1402,P0
2015-03-01,17,1199,P0
2015-02-26,17,1112,P0
2015-03-05,21,1473,P0
2014-11-28,22,1460,P0
2015-01-27,29,1993,P0
2015-03-13,22,1383,P0
2015-02-27,14,1060,P2
2015-02-11,24,1920,P0
2014-09-28,22,1618,P0
2015-03-14,20,1439,P0
2014-12-30,19,1415,P0
2014-12-27,21,1546,P0
2015-03-06,24,1859,P0
2015-03-02,28,2129,P0
2014-12-13,19,1378,P0
2015-01-24,18,1366,P0
2015-02-18,20,1339,P0
2014-09-25,21,1374,P0
2015-02-21,20,1514,P0
2015-03-05,21,1402,P0
2014-10-20,13,863,P2
2015-02-19,18,1289,P0
2014-12-24,23,1765,P0
2014-12-11,25,1562,P0
2015-02-18,18,1320,P0
2015-01-11,30,2141,P0
2014-11-20,22,1498,P0
2015-01-26,17,1260,P0
2015-03-15,30,2077,P0
2015-01-31,17,1145,P0
2015-02-15,16,1126,P0
2014-10-28,21,1548,P0
2015-02-18,24,1704,P0
2014-07-14,13,854,P2
2014-12-13,18,1321,P0
2015-03-05,24,1810,P0
2015-01-29,20,1553,P0
2014-12-12,28,1832,P0
2015-03-02,20,1331,P0
2015-03-06,31,2229,P0
2014-08-14,20,1263,P0
2014-11-19,17,1159,P0
2015-01-25,21,1465,P0
2014-07-20,18,1208,P0
2014-12-12,15,1154,P0
2015-02-28,22,1637,P0
2015-03-05,27,2046,P0
2015-02-20,21,1478,P0
2015-01-29,17,1289,P0
2014-11-23,17,1272,P0
2015-01-24,11,775,P2
2014-08-11,21,1479,P0
2015-01-20,28,2075,P0
2015-03-08,19,1276,P0
